"Date","Price","Open","High","Low","Vol.","Change %"
"May 16 2022","29849.0","31308.3","31312.4","29135.8","100.25K","-4.66%"
"May 15 2022","31308.7","30078.6","31383.8","29499.4","65.44K","4.08%"
"May 14 2022","30080.4","29285.2","30277.4","28666.7","70.46K","2.72%"
"May 13 2022","29284.4","28994.3","31002.7","28755.0","141.23K","1.06%"
"May 12 2022","28976.0","29073.4","30136.7","26500.5","309.48K","-0.32%"
"May 11 2022","29068.2","31008.0","32113.6","27835.5","296.90K","-6.25%"
"May 10 2022","31007.5","30098.2","32621.2","29831.0","235.61K","3.03%"
"May 09 2022","30095.0","34041.0","34227.0","30095.0","268.09K","-11.64%"
"May 08 2022","34060.0","35468.0","35497.0","33727.0","671.05M","-3.97%"
"May 07 2022","35468.0","36003.0","36119.0","34773.0","288.86M","-1.50%"
"May 06 2022","36009.0","36540.0","36646.0","35267.0","752.84M","-1.46%"
"May 05 2022","36544.0","39686.0","39833.0","36183.0","1.04B","-7.92%"
"May 04 2022","39688.0","37717.0","40021.0","37660.0","691.49M","5.22%"
"May 03 2022","37718.0","38515.0","38647.0","37513.0","367.21M","-2.07%"
"May 02 2022","38514.0","38472.0","39134.0","38061.0","580.79M","0.14%"
"May 01 2022","38461.0","37642.0","38676.0","37397.0","276.99M","2.15%"
"Apr 30 2022","37650.0","38590.0","38776.0","37596.0","248.22M","-2.41%"
"Apr 29 2022","38581.0","39748.0","39919.0","38175.0","382.90M","-2.94%"
"Apr 28 2022","39748.0","39243.0","40382.0","38888.0","542.39M","1.29%"
"Apr 27 2022","39243.0","38113.0","39447.0","37869.0","426.83M","2.96%"
"Apr 26 2022","38113.0","40443.0","40770.0","37708.0","681.47M","-5.72%"
"Apr 25 2022","40427.0","39464.0","40599.0","38233.0","654.60M","2.44%"
"Apr 24 2022","39464.0","39434.0","39929.0","39033.0","283.63M","0.12%"
"Apr 23 2022","39418.0","39709.0","39973.0","39291.0","190.60M","-0.73%"
"Apr 22 2022","39709.0","40487.0","40792.0","39200.0","421.30M","-1.91%"
"Apr 21 2022","40482.0","41370.0","42969.0","39793.0","493.05M","-2.14%"
"Apr 20 2022","41368.0","41499.0","42203.0","40915.0","382.84M","-0.33%"
"Apr 19 2022","41503.0","40809.0","41746.0","40585.0","268.28M","1.72%"
"Apr 18 2022","40803.0","39700.0","41095.0","38577.0","484.26M","2.77%"
"Apr 17 2022","39703.0","40382.0","40599.0","39561.0","210.01M","-1.68%"
"Apr 16 2022","40382.0","40571.0","40691.0","40003.0","151.31M","-0.44%"
"Apr 15 2022","40560.0","39936.0","40850.0","39781.0","233.09M","1.56%"
"Apr 14 2022","39936.0","41133.0","41494.0","39585.0","294.29M","-2.91%"
"Apr 13 2022","41133.0","40072.0","41515.0","39581.0","406.70M","2.63%"
"Apr 12 2022","40078.0","39507.0","40678.0","39265.0","468.27M","1.47%"
"Apr 11 2022","39497.0","42144.0","42418.0","39202.0","608.38M","-6.27%"
"Apr 10 2022","42138.0","42760.0","43421.0","41884.0","255.83M","-1.47%"
"Apr 09 2022","42767.0","42275.0","42809.0","42129.0","165.16M","1.16%"
"Apr 08 2022","42275.0","43450.0","43979.0","42113.0","467.83M","-2.70%"
"Apr 07 2022","43448.0","43166.0","43893.0","42747.0","390.85M","0.64%"
"Apr 06 2022","43173.0","45494.0","45519.0","43122.0","649.52M","-5.13%"
"Apr 05 2022","45506.0","46614.0","47201.0","45388.0","421.11M","-2.41%"
"Apr 04 2022","46629.0","46407.0","46899.0","45152.0","446.12M","0.48%"
"Apr 03 2022","46407.0","45813.0","47435.0","45554.0","398.86M","1.30%"
"Apr 02 2022","45811.0","46299.0","47212.0","45641.0","345.93M","-1.05%"
"Apr 01 2022","46297.0","45529.0","46728.0","44261.0","632.93M","1.70%"
"Mar 31 2022","45525.0","47071.0","47624.0","45228.0","520.00M","-3.29%"
"Mar 30 2022","47075.0","47449.0","47714.0","46601.0","467.76M","-0.79%"
"Mar 29 2022","47449.0","47126.0","48127.0","47029.0","478.82M","0.73%"
"Mar 28 2022","47105.0","46859.0","48199.0","46672.0","610.27M","0.52%"
"Mar 27 2022","46859.0","44542.0","46947.0","44445.0","388.79M","5.19%"
"Mar 26 2022","44548.0","44331.0","44818.0","44090.0","196.30M","0.49%"
"Mar 25 2022","44331.0","44013.0","45112.0","43622.0","494.09M","0.72%"
"Mar 24 2022","44013.0","42911.0","44251.0","42658.0","491.66M","2.57%"
"Mar 23 2022","42912.0","42373.0","43027.0","41795.0","433.96M","1.27%"
"Mar 22 2022","42373.0","41022.0","43327.9","40893.0","537.06M","3.29%"
"Mar 21 2022","41022.0","41282.0","41532.0","40530.0","406.62M","-0.62%"
"Mar 20 2022","41276.0","42241.0","42301.0","40922.0","308.45M","-2.27%"
"Mar 19 2022","42233.0","41768.0","42386.0","41529.6","224.59M","1.11%"
"Mar 18 2022","41767.8","40914.6","42308.4","40234.8","2.31B","2.08%"
"Mar 17 2022","40914.8","41118.7","41406.0","40557.8","1.90B","-0.50%"
"Mar 16 2022","41118.7","39282.5","41701.6","38953.2","4.47B","4.67%"
"Mar 15 2022","39285.7","39673.0","39854.7","38220.9","2.25B","-0.97%"
"Mar 14 2022","39671.1","37789.5","39914.3","37613.6","2.33B","4.97%"
"Mar 13 2022","37792.4","38813.2","39272.3","37603.4","1.55B","-2.63%"
"Mar 12 2022","38814.3","38730.2","39355.3","38666.5","1.11B","0.22%"
"Mar 11 2022","38730.2","39422.5","40177.0","38236.4","2.79B","-1.74%"
"Mar 10 2022","39416.3","41933.9","42029.1","38603.5","3.62B","-5.99%"
"Mar 09 2022","41929.0","38731.5","42538.5","38663.3","3.60B","8.22%"
"Mar 08 2022","38744.8","38020.6","39351.5","37886.6","2.67B","1.89%"
"Mar 07 2022","38024.8","38420.6","39532.0","37182.1","3.02B","-0.99%"
"Mar 06 2022","38403.1","39396.3","39668.1","38115.0","1.93B","-2.52%"
"Mar 05 2022","39395.8","39142.8","39600.2","38626.1","1.50B","0.65%"
"Mar 04 2022","39142.7","42463.0","42848.7","38594.9","3.21B","-7.82%"
"Mar 03 2022","42463.0","43912.8","44077.2","41840.8","74.11K","-3.30%"
"Mar 02 2022","43912.8","44420.3","45294.2","43361.3","80.82K","-1.14%"
"Mar 01 2022","44420.3","43187.2","44900.5","42876.6","90.67K","2.85%"
"Feb 28 2022","43188.2","37707.2","43977.8","37458.9","108.07K","14.59%"
"Feb 27 2022","37689.1","39116.6","39838.5","37062.3","66.14K","-3.65%"
"Feb 26 2022","39115.5","39221.6","40094.5","38639.1","41.55K","-0.24%"
"Feb 25 2022","39209.6","38339.2","39683.7","38042.6","83.78K","2.27%"
"Feb 24 2022","38339.2","37250.2","39351.6","34357.4","180.47K","2.99%"
"Feb 23 2022","37224.6","38248.2","39194.5","37099.5","64.84K","-2.68%"
"Feb 22 2022","38248.2","37018.3","38414.9","36399.6","82.75K","3.32%"
"Feb 21 2022","37017.7","38355.0","39444.1","36868.9","91.82K","-3.49%"
"Feb 20 2022","38355.0","40089.6","40120.3","38042.2","47.92K","-4.33%"
"Feb 19 2022","40090.3","40000.1","40434.3","39666.6","25.78K","0.23%"
"Feb 18 2022","40000.1","40532.5","40935.5","39505.0","64.96K","-1.36%"
"Feb 17 2022","40552.8","43885.5","44167.1","40103.8","72.63K","-7.59%"
"Feb 16 2022","43883.6","44540.9","44552.9","43377.6","41.40K","-1.48%"
"Feb 15 2022","44544.4","42550.3","44722.6","42460.1","56.34K","4.69%"
"Feb 14 2022","42550.3","42061.1","42799.7","41591.3","53.60K","1.16%"
"Feb 13 2022","42061.1","42205.5","42725.1","41880.1","25.88K","-0.34%"
"Feb 12 2022","42205.2","42388.4","43006.4","41776.8","37.88K","-0.43%"
"Feb 11 2022","42388.4","43519.3","43915.1","42023.4","69.95K","-2.60%"
"Feb 10 2022","43521.0","44388.9","45755.2","43242.5","89.69K","-1.96%"
"Feb 09 2022","44388.9","44038.2","44800.4","43163.0","50.92K","0.80%"
"Feb 08 2022","44038.2","43833.9","45399.8","42705.0","92.88K","0.47%"
"Feb 07 2022","43833.9","42385.2","44468.3","41695.4","76.60K","3.40%"
"Feb 06 2022","42392.2","41411.9","42614.8","41176.3","31.20K","2.37%"
"Feb 05 2022","41412.1","41566.5","41899.8","40963.3","46.32K","-0.37%"
"Feb 04 2022","41567.6","37287.8","41689.0","37041.1","95.49K","11.48%"
"Feb 03 2022","37287.8","36890.2","37304.3","36297.3","50.35K","1.08%"
"Feb 02 2022","36890.2","38711.2","38853.8","36682.3","53.74K","-4.70%"
"Feb 01 2022","38709.7","38475.6","39230.0","38037.9","55.20K","0.55%"
"Jan 31 2022","38498.6","37923.8","38701.4","36672.8","61.27K","1.53%"
"Jan 30 2022","37917.7","38167.5","38313.3","37390.6","34.10K","-0.66%"
"Jan 29 2022","38170.8","37736.5","38663.7","37350.2","42.77K","1.13%"
"Jan 28 2022","37745.1","37195.6","37995.9","36176.5","69.45K","1.56%"
"Jan 27 2022","37164.3","36800.1","37215.4","35543.2","83.52K","0.99%"
"Jan 26 2022","36800.4","36962.3","38862.6","36280.0","107.87K","-0.41%"
"Jan 25 2022","36950.6","36691.3","37501.8","35729.3","79.68K","0.72%"
"Jan 24 2022","36686.3","36268.6","37424.0","32985.6","153.77K","1.15%"
"Jan 23 2022","36269.5","35072.9","36513.0","34655.2","70.43K","3.40%"
"Jan 22 2022","35075.2","36467.7","36749.8","34116.0","138.09K","-3.84%"
"Jan 21 2022","36475.5","40698.1","41104.6","35503.9","155.80K","-10.41%"
"Jan 20 2022","40715.9","41683.6","43487.1","40568.3","65.28K","-2.31%"
"Jan 19 2022","41677.8","42365.3","42558.0","41160.9","53.77K","-1.62%"
"Jan 18 2022","42364.6","42209.9","42674.2","41300.7","47.32K","0.37%"
"Jan 17 2022","42209.3","43080.5","43179.6","41559.4","41.44K","-2.02%"
"Jan 16 2022","43079.1","43079.2","43462.0","42643.3","28.66K","-0.04%"
"Jan 15 2022","43097.0","43073.6","43777.9","42586.1","31.44K","0.06%"
"Jan 14 2022","43073.3","42562.2","43435.1","41848.7","50.50K","1.21%"
"Jan 13 2022","42560.0","43900.0","44404.7","42337.5","53.42K","-3.05%"
"Jan 12 2022","43901.0","42735.0","44243.6","42476.7","53.95K","2.73%"
"Jan 11 2022","42733.2","41829.1","43090.2","41287.6","61.78K","2.15%"
"Jan 10 2022","41832.2","41848.9","42243.8","39697.0","85.50K","-0.04%"
"Jan 09 2022","41848.3","41681.2","42764.4","41260.9","37.51K","0.42%"
"Jan 08 2022","41672.0","41551.3","42304.4","40574.3","52.54K","0.30%"
"Jan 07 2022","41546.7","43097.9","43127.7","40810.0","88.36K","-3.60%"
"Jan 06 2022","43097.5","43431.6","43772.3","42481.1","63.08K","-0.76%"
"Jan 05 2022","43425.9","45833.1","47019.4","42535.1","83.74K","-5.26%"
"Jan 04 2022","45837.3","46435.7","47505.4","45602.1","55.59K","-1.28%"
"Jan 03 2022","46430.2","47293.9","47556.0","45704.0","41.06K","-1.86%"
"Jan 02 2022","47311.8","47738.7","47944.9","46718.2","27.02K","-0.89%"
"Jan 01 2022","47738.0","46217.5","47917.6","46217.5","31.24K","3.29%"
"Dec 31 2021","46219.5","47123.3","48553.9","45693.6","58.18K","-1.92%"
"Dec 30 2021","47123.3","46470.7","47901.4","46003.0","60.96K","1.42%"
"Dec 29 2021","46461.7","47548.4","48121.7","46127.8","63.92K","-2.28%"
"Dec 28 2021","47545.2","50703.4","50703.8","47345.7","74.39K","-6.18%"
"Dec 27 2021","50678.2","50783.6","52016.3","50459.0","43.90K","-0.20%"
"Dec 26 2021","50779.9","50404.0","51247.0","49527.0","32.34K","0.74%"
"Dec 25 2021","50406.4","50789.6","51140.2","50196.8","26.67K","-0.75%"
"Dec 24 2021","50786.1","50807.4","51795.3","50428.4","45.97K","-0.03%"
"Dec 23 2021","50801.0","48599.6","51355.6","48053.4","56.24K","4.53%"
"Dec 22 2021","48599.7","48898.7","49540.3","48449.7","40.89K","-0.62%"
"Dec 21 2021","48902.0","46900.1","49306.1","46654.0","57.88K","4.28%"
"Dec 20 2021","46895.2","46703.4","47488.9","45577.3","57.53K","0.41%"
"Dec 19 2021","46704.5","46855.7","48270.2","46438.4","44.05K","-0.32%"
"Dec 18 2021","46856.2","46171.8","47330.2","45513.4","36.93K","1.48%"
"Dec 17 2021","46172.2","47630.4","47997.2","45523.8","67.50K","-3.06%"
"Dec 16 2021","47628.2","48876.6","49387.8","47543.9","48.20K","-2.54%"
"Dec 15 2021","48871.5","48366.2","49477.9","46572.6","80.28K","1.04%"
"Dec 14 2021","48366.5","46709.8","48635.0","46338.3","62.54K","3.56%"
"Dec 13 2021","46703.6","50075.9","50196.1","45848.2","80.37K","-6.74%"
"Dec 12 2021","50081.0","49332.5","50779.2","48670.5","40.30K","1.55%"
"Dec 11 2021","49314.5","47138.4","49487.0","46834.0","45.23K","4.62%"
"Dec 10 2021","47137.2","47591.7","49974.8","47007.1","68.06K","-0.97%"
"Dec 09 2021","47596.6","50477.6","50790.2","47341.9","58.69K","-5.70%"
"Dec 08 2021","50473.9","50596.6","51204.7","48700.7","55.59K","-0.24%"
"Dec 07 2021","50595.2","50547.4","51918.6","50070.9","56.29K","0.07%"
"Dec 06 2021","50562.1","49412.1","50913.3","47237.9","89.68K","2.34%"
"Dec 05 2021","49405.5","49196.4","49689.3","47797.8","72.03K","0.43%"
"Dec 04 2021","49195.2","53620.7","53847.2","42587.8","168.00K","-8.27%"
"Dec 03 2021","53631.5","56495.2","57543.6","52008.9","89.20K","-5.07%"
"Dec 02 2021","56496.0","57207.8","57377.5","55807.9","54.94K","-1.25%"
"Dec 01 2021","57210.3","56891.7","59064.3","56496.5","66.75K","0.58%"
"Nov 30 2021","56882.9","57795.2","59174.4","55936.9","73.66K","-1.58%"
"Nov 29 2021","57794.8","57288.1","58855.2","56726.7","58.65K","0.88%"
"Nov 28 2021","57291.5","54758.0","57392.3","53448.3","49.28K","4.61%"
"Nov 27 2021","54765.9","53747.2","55280.3","53654.3","40.71K","1.93%"
"Nov 26 2021","53730.9","58937.3","59151.1","53533.5","104.03K","-8.83%"
"Nov 25 2021","58935.1","57167.1","59387.3","57029.8","56.79K","3.08%"
"Nov 24 2021","57171.7","57559.4","57697.4","55910.6","56.68K","-0.70%"
"Nov 23 2021","57573.2","56304.8","57855.1","55542.5","72.48K","2.25%"
"Nov 22 2021","56308.8","58719.7","59288.3","55656.8","76.45K","-4.10%"
"Nov 21 2021","58714.3","59724.0","60002.6","58528.3","40.98K","-1.68%"
"Nov 20 2021","59717.6","58080.8","59854.6","57435.3","44.53K","2.81%"
"Nov 19 2021","58083.4","56908.3","58335.9","55626.3","74.44K","1.98%"
"Nov 18 2021","56955.3","60368.2","60936.9","56524.4","100.37K","-5.65%"
"Nov 17 2021","60367.8","60074.2","60814.5","58531.9","73.93K","0.46%"
"Nov 16 2021","60089.1","63605.1","63605.6","58655.9","115.36K","-5.52%"
"Nov 15 2021","63597.9","65514.9","66311.2","63439.5","53.53K","-2.92%"
"Nov 14 2021","65508.2","64397.2","65508.2","63608.3","33.98K","1.72%"
"Nov 13 2021","64398.6","64133.3","64906.0","63381.4","30.34K","0.41%"
"Nov 12 2021","64134.5","64782.6","65449.7","62309.7","63.27K","-1.04%"
"Nov 11 2021","64806.7","64922.8","65583.3","64121.9","50.37K","-0.19%"
"Nov 10 2021","64932.6","66942.6","68990.6","62951.3","96.21K","-2.95%"
"Nov 09 2021","66904.4","67528.7","68493.3","66334.9","66.13K","-0.92%"
"Nov 08 2021","67527.9","63276.4","67763.3","63276.4","81.08K","6.72%"
"Nov 07 2021","63273.2","61483.8","63273.2","61347.2","34.34K","2.91%"
"Nov 06 2021","61483.9","60973.2","61543.2","60093.6","34.89K","0.84%"
"Nov 05 2021","60974.3","61411.5","62560.3","60742.4","44.46K","-0.71%"
"Nov 04 2021","61412.6","62915.4","63077.6","60742.9","49.91K","-2.39%"
"Nov 03 2021","62918.5","63223.5","63508.6","60883.0","61.05K","-0.48%"
"Nov 02 2021","63221.7","60912.2","64256.4","60651.5","65.26K","3.79%"
"Nov 01 2021","60915.3","61310.1","62430.1","59612.7","61.21K","-0.64%"
"Oct 31 2021","61309.6","61842.2","62393.7","60005.7","50.06K","-0.86%"
"Oct 30 2021","61840.1","62245.0","62338.5","60786.0","40.51K","-0.65%"
"Oct 29 2021","62242.8","60579.9","62952.2","60322.2","63.39K","2.74%"
"Oct 28 2021","60582.5","58437.2","62251.3","58128.1","88.47K","3.67%"
"Oct 27 2021","58438.1","60312.5","61452.9","58112.6","88.11K","-3.11%"
"Oct 26 2021","60310.8","63067.5","63275.1","59907.3","57.13K","-4.37%"
"Oct 25 2021","63067.0","60864.3","63694.8","60655.8","51.06K","3.62%"
"Oct 24 2021","60866.5","61308.2","61469.9","59523.7","42.67K","-0.73%"
"Oct 23 2021","61312.5","60693.2","61728.7","59738.3","37.05K","1.03%"
"Oct 22 2021","60690.3","62200.8","63699.7","60055.7","75.69K","-2.44%"
"Oct 21 2021","62210.2","66004.6","66616.9","62092.1","105.38K","-5.71%"
"Oct 20 2021","65979.1","64276.9","66967.1","63543.7","79.87K","2.65%"
"Oct 19 2021","64278.5","62030.2","64454.0","61451.0","80.16K","3.58%"
"Oct 18 2021","62056.3","61525.8","62623.6","60026.9","80.15K","0.86%"
"Oct 17 2021","61527.5","60865.5","61651.4","59143.4","53.39K","1.09%"
"Oct 16 2021","60861.1","61669.2","62329.2","60161.9","49.93K","-1.32%"
"Oct 15 2021","61672.5","57348.2","62892.8","56874.8","121.48K","7.54%"
"Oct 14 2021","57345.8","57370.4","58506.5","56866.8","59.84K","-0.06%"
"Oct 13 2021","57380.1","56014.5","57697.4","54314.4","73.62K","2.44%"
"Oct 12 2021","56015.9","57480.6","57635.7","54155.4","74.85K","-2.54%"
"Oct 11 2021","57477.3","54686.9","57814.1","54457.8","73.84K","5.10%"
"Oct 10 2021","54687.7","54942.5","56432.2","54100.8","104.43K","-0.46%"
"Oct 09 2021","54942.5","53924.1","55430.8","53711.7","64.65K","1.91%"
"Oct 08 2021","53914.7","53785.5","55977.9","53659.3","64.05K","0.24%"
"Oct 07 2021","53783.9","55325.2","55325.6","53476.4","75.68K","-2.78%"
"Oct 06 2021","55323.2","51470.0","55676.1","50439.5","116.26K","7.49%"
"Oct 05 2021","51469.3","49229.5","51872.4","49060.1","76.63K","4.55%"
"Oct 04 2021","49227.3","48200.4","49481.7","46958.6","66.92K","2.13%"
"Oct 03 2021","48200.1","47665.4","49165.2","47123.0","42.41K","1.12%"
"Oct 02 2021","47666.9","48147.2","48306.9","47451.7","39.82K","-1.00%"
"Oct 01 2021","48146.0","43824.4","48435.2","43292.9","94.66K","9.86%"
"Sep 30 2021","43823.3","41534.5","44101.2","41416.7","64.32K","5.50%"
"Sep 29 2021","41536.8","41023.1","42571.2","40815.0","48.21K","1.25%"
"Sep 28 2021","41022.3","42169.9","42758.8","40906.4","60.01K","-2.73%"
"Sep 27 2021","42172.6","43200.9","44293.2","42143.9","54.12K","-2.39%"
"Sep 26 2021","43203.4","42685.8","43907.3","40786.6","69.91K","1.21%"
"Sep 25 2021","42686.8","42818.7","42959.3","41714.5","46.35K","-0.31%"
"Sep 24 2021","42819.9","44867.4","45112.0","40908.5","128.88K","-4.57%"
"Sep 23 2021","44869.2","43550.7","44949.8","43090.1","74.54K","3.03%"
"Sep 22 2021","43551.6","40660.8","43976.7","40585.7","93.98K","7.13%"
"Sep 21 2021","40651.3","43012.3","43619.3","39646.8","142.55K","-5.18%"
"Sep 20 2021","42870.6","47240.8","47323.9","42547.1","77.96K","-9.25%"
"Sep 19 2021","47238.7","48299.9","48341.9","46866.6","41.98K","-2.21%"
"Sep 18 2021","48306.7","47283.9","48761.0","47070.5","43.64K","2.17%"
"Sep 17 2021","47282.8","47748.2","48155.9","46788.8","50.16K","-0.97%"
"Sep 16 2021","47748.0","48132.3","48480.6","47040.3","60.91K","-0.80%"
"Sep 15 2021","48130.6","47070.8","48436.5","46743.9","63.40K","2.24%"
"Sep 14 2021","47077.5","44950.2","47247.6","44718.7","65.33K","4.73%"
"Sep 13 2021","44949.5","46060.8","46807.7","43463.2","96.15K","-2.42%"
"Sep 12 2021","46062.3","45162.6","46386.4","44755.2","44.52K","1.99%"
"Sep 11 2021","45161.9","44844.9","45975.6","44766.6","41.58K","0.71%"
"Sep 10 2021","44842.8","46385.9","47021.6","44283.6","75.62K","-3.33%"
"Sep 09 2021","46385.6","46057.6","47305.7","45609.0","73.63K","0.70%"
"Sep 08 2021","46061.4","46774.1","47316.9","44493.7","100.48K","-1.54%"
"Sep 07 2021","46779.6","52674.2","52885.3","43072.4","187.56K","-11.19%"
"Sep 06 2021","52672.1","51769.4","52726.2","51002.8","69.46K","1.75%"
"Sep 05 2021","51768.6","49918.7","51878.2","49492.4","57.30K","3.71%"
"Sep 04 2021","49918.4","49999.3","50534.6","49461.4","48.14K","-0.16%"
"Sep 03 2021","49999.0","49269.5","51008.8","48377.3","88.08K","1.47%"
"Sep 02 2021","49274.3","48817.8","50355.3","48612.9","80.21K","0.93%"
"Sep 01 2021","48819.4","47129.2","49121.0","46533.1","74.38K","3.58%"
"Aug 31 2021","47130.4","46989.1","48217.0","46709.3","71.48K","0.29%"
"Aug 30 2021","46992.7","48777.1","48886.0","46876.9","61.68K","-3.66%"
"Aug 29 2021","48777.4","48899.7","49621.7","47870.1","47.62K","-0.24%"
"Aug 28 2021","48897.1","49062.8","49289.4","48428.5","36.73K","-0.34%"
"Aug 27 2021","49064.3","46830.2","49142.0","46371.5","62.47K","4.77%"
"Aug 26 2021","46831.6","48994.4","49347.8","46360.4","73.79K","-4.41%"
"Aug 25 2021","48994.5","47707.4","49230.2","47163.3","63.54K","2.68%"
"Aug 24 2021","47714.7","49532.5","49847.4","47623.6","74.26K","-3.68%"
"Aug 23 2021","49539.7","49255.4","50498.8","49038.6","75.37K","0.58%"
"Aug 22 2021","49254.5","48870.4","49480.3","48151.0","49.32K","0.77%"
"Aug 21 2021","48875.8","49330.0","49719.1","48293.5","18.20K","-0.91%"
"Aug 20 2021","49324.0","46756.7","49343.3","46646.8","83.19K","5.49%"
"Aug 19 2021","46755.9","44725.9","47012.3","43986.7","77.92K","4.54%"
"Aug 18 2021","44723.8","44691.1","46004.9","44230.0","22.36K","0.07%"
"Aug 17 2021","44691.6","45907.5","47140.6","44441.3","84.14K","-2.84%"
"Aug 16 2021","45996.3","46991.6","48002.4","45672.1","2.41K","-2.12%"
"Aug 15 2021","46991.3","47082.6","47344.1","45564.1","58.11K","-0.19%"
"Aug 14 2021","47081.5","47809.6","48090.9","46117.2","64.29K","-1.52%"
"Aug 13 2021","47809.1","44404.0","47836.0","44242.4","75.27K","7.67%"
"Aug 12 2021","44403.4","45562.3","46213.8","43814.7","81.07K","-2.55%"
"Aug 11 2021","45564.3","45593.2","46736.5","45367.9","75.43K","-0.06%"
"Aug 10 2021","45593.8","46281.8","46663.4","44681.2","80.55K","-1.49%"
"Aug 09 2021","46284.3","43794.9","46460.7","42824.1","117.08K","5.69%"
"Aug 08 2021","43792.8","44584.9","45284.1","43314.4","105.25K","-1.84%"
"Aug 07 2021","44614.2","42784.7","44697.3","42611.0","112.84K","4.25%"
"Aug 06 2021","42795.4","40868.4","43253.4","39905.4","111.93K","4.72%"
"Aug 05 2021","40867.2","39734.4","41366.3","37365.4","130.60K","2.84%"
"Aug 04 2021","39736.9","38188.4","39956.5","37556.0","79.22K","4.21%"
"Aug 03 2021","38130.3","39167.4","39766.6","37688.2","0.26K","-2.65%"
"Aug 02 2021","39168.4","39869.8","40449.0","38692.5","74.81K","-1.78%"
"Aug 01 2021","39878.3","41510.0","42565.0","39556.5","80.33K","-4.03%"
"Jul 31 2021","41553.7","42201.4","42285.3","41066.4","44.65K","-1.54%"
"Jul 30 2021","42203.4","40001.1","42264.4","38358.4","98.45K","5.50%"
"Jul 29 2021","40001.4","40009.0","40630.7","39340.8","75.30K","-0.00%"
"Jul 28 2021","40003.2","39450.4","40862.2","38883.8","148.92K","1.40%"
"Jul 27 2021","39452.0","37294.3","39455.9","36427.4","100.24K","5.84%"
"Jul 26 2021","37276.6","35392.3","40522.9","35236.7","177.63K","5.33%"
"Jul 25 2021","35391.1","34392.5","35391.1","33881.3","65.10K","4.63%"
"Jul 24 2021","33824.8","33600.5","33955.0","33412.9","67.14K","0.66%"
"Jul 23 2021","33603.3","32297.9","33605.6","32041.1","66.15K","4.04%"
"Jul 22 2021","32298.9","32131.7","32585.4","31729.4","64.87K","0.52%"
"Jul 21 2021","32131.4","29794.7","32794.6","29519.3","118.34K","7.85%"
"Jul 20 2021","29793.8","30835.4","31040.8","29310.2","97.46K","-3.38%"
"Jul 19 2021","30837.2","31782.9","31887.0","30478.2","77.48K","-2.98%"
"Jul 18 2021","31785.4","31517.9","32408.2","31220.6","57.01K","0.85%"
"Jul 17 2021","31518.6","31384.4","31914.8","31207.8","58.06K","0.40%"
"Jul 16 2021","31394.0","31842.3","32239.8","31062.2","70.48K","-1.40%"
"Jul 15 2021","31840.5","32820.5","33157.0","31175.8","76.95K","-2.99%"
"Jul 14 2021","32820.7","32727.8","33051.9","31611.2","69.56K","0.28%"
"Jul 13 2021","32728.1","33106.1","33307.7","32259.5","60.04K","-1.16%"
"Jul 12 2021","33113.0","34228.3","34598.0","32662.8","63.24K","-3.26%"
"Jul 11 2021","34227.7","33510.8","34580.6","33319.8","35.72K","2.14%"
"Jul 10 2021","33510.6","33797.7","34221.0","33056.8","50.94K","-0.85%"
"Jul 09 2021","33797.4","32866.3","34079.2","32367.0","67.14K","2.83%"
"Jul 08 2021","32866.3","33859.4","33923.2","32146.9","108.09K","-2.96%"
"Jul 07 2021","33867.8","34228.7","35036.6","33801.3","72.03K","-1.05%"
"Jul 06 2021","34225.6","33688.5","35062.0","33581.7","83.63K","1.60%"
"Jul 05 2021","33687.8","35297.0","35300.5","33164.1","88.36K","-4.56%"
"Jul 04 2021","35298.2","34742.8","35957.6","34740.1","56.13K","1.60%"
"Jul 03 2021","34742.8","33814.2","34909.8","33363.3","55.69K","2.75%"
"Jul 02 2021","33813.4","33542.2","33925.9","32734.6","78.93K","0.80%"
"Jul 01 2021","33543.6","35030.7","35032.7","32839.2","27.41K","-4.23%"
"Jun 30 2021","35026.9","35832.6","36089.5","34126.6","107.07K","-2.25%"
"Jun 29 2021","35834.7","34477.3","36590.3","34247.6","97.27K","3.94%"
"Jun 28 2021","34475.9","34682.2","35231.2","33944.9","112.00K","-0.58%"
"Jun 27 2021","34678.5","32247.1","34685.5","32041.7","148.80K","7.55%"
"Jun 26 2021","32243.4","31592.1","32643.0","30206.9","156.67K","2.06%"
"Jun 25 2021","31594.0","34660.5","35490.9","31337.9","193.43K","-8.86%"
"Jun 24 2021","34665.8","33678.1","35249.9","32356.7","119.25K","2.94%"
"Jun 23 2021","33674.3","32498.3","34784.3","31736.5","173.34K","3.62%"
"Jun 22 2021","32496.4","31682.7","33272.5","28901.8","309.65K","2.54%"
"Jun 21 2021","31692.0","35597.9","35708.4","31284.1","256.87K","-10.97%"
"Jun 20 2021","35595.8","35510.9","36097.9","33378.0","137.48K","0.23%"
"Jun 19 2021","35513.4","35770.0","36357.3","34845.5","105.46K","-0.66%"
"Jun 18 2021","35749.4","38045.5","38166.0","35198.5","102.84K","-6.05%"
"Jun 17 2021","38052.0","38337.8","39529.9","37425.3","109.58K","-0.74%"
"Jun 16 2021","38336.0","40148.1","40494.4","38156.4","123.52K","-4.53%"
"Jun 15 2021","40156.1","40522.5","41318.0","39589.9","117.55K","-0.92%"
"Jun 14 2021","40529.4","39024.1","40970.4","38769.9","157.35K","3.86%"
