"Date","Price","Open","High","Low","Vol.","Change %"
"Sep 03 2018","7264.2","7289.8","7330.7","7182.8","3.87M","-0.41%"
"Sep 02 2018","7293.9","7189.6","7334.8","7117.3","3.90M","1.45%"
"Sep 01 2018","7189.6","7032.4","7264.3","7020.4","3.52M","2.21%"
"Aug 31 2018","7033.8","6993.7","7080.2","6698.0","4.21M","0.57%"
"Aug 30 2018","6993.7","7029.2","7050.2","6798.0","3.74M","-0.50%"
"Aug 29 2018","7029.1","7074.6","7121.4","6926.7","4.11M","-0.64%"
"Aug 28 2018","7074.6","6897.6","7129.7","6861.2","3.79M","2.57%"
"Aug 27 2018","6897.6","6712.7","6902.9","6650.4","3.26M","2.75%"
"Aug 26 2018","6712.7","6734.9","6892.7","6573.1","3.37M","-0.33%"
"Aug 25 2018","6734.8","6680.6","6783.4","6655.3","3.59M","0.81%"
"Aug 24 2018","6680.4","6521.2","6721.2","6472.8","3.70M","2.44%"
"Aug 23 2018","6521.2","6359.9","6550.2","6359.2","2.76M","2.54%"
"Aug 22 2018","6359.6","6482.2","6840.8","6304.8","3.63M","-1.89%"
"Aug 21 2018","6482.2","6268.1","6484.1","6257.4","1.46M","3.41%"
"Aug 20 2018","6268.1","6474.2","6516.4","6255.9","3.10M","-3.29%"
"Aug 19 2018","6481.5","6379.1","6534.8","6316.0","2.71M","1.61%"
"Aug 18 2018","6379.1","6581.8","6626.4","6295.5","3.15M","-3.08%"
"Aug 17 2018","6581.7","6306.7","6581.7","6291.8","3.20M","4.36%"
"Aug 16 2018","6306.7","6256.9","6470.9","6249.8","3.50M","0.80%"
"Aug 15 2018","6256.9","6190.2","6592.8","6177.9","3.74M","1.08%"
"Aug 14 2018","6190.2","6255.3","6255.3","5898.3","3.66M","-1.04%"
"Aug 13 2018","6255.3","6313.0","6524.1","6159.6","234.09K","-0.91%"
"Aug 12 2018","6313.0","6232.1","6453.0","6169.8","216.33K","1.31%"
"Aug 11 2018","6231.6","6152.8","6469.6","6009.8","247.34K","1.29%"
"Aug 10 2018","6152.3","6539.5","6570.2","6043.4","298.82K","-5.91%"
"Aug 09 2018","6538.8","6283.7","6620.2","6197.0","237.66K","4.06%"
"Aug 08 2018","6283.6","6725.2","6725.2","6138.8","311.54K","-6.56%"
"Aug 07 2018","6724.9","6943.6","7149.7","6689.9","232.48K","-3.15%"
"Aug 06 2018","6943.6","7027.8","7143.6","6852.5","168.87K","-1.19%"
"Aug 05 2018","7027.1","7014.0","7087.6","6887.9","177.64K","0.18%"
"Aug 04 2018","7014.3","7418.9","7484.2","6949.7","222.57K","-5.46%"
"Aug 03 2018","7419.0","7535.6","7535.6","7293.5","226.46K","-1.55%"
"Aug 02 2018","7535.6","7606.4","7701.4","7470.6","216.34K","-0.93%"
"Aug 01 2018","7606.4","7728.5","7753.2","7449.2","237.69K","-1.59%"
"Jul 31 2018","7729.4","8176.4","8176.5","7649.8","266.94K","-5.48%"
"Jul 30 2018","8177.1","8214.7","8262.0","7874.4","242.21K","-0.47%"
"Jul 29 2018","8215.6","8231.5","8275.4","8113.3","155.24K","-0.22%"
"Jul 28 2018","8234.1","8186.8","8234.1","8077.4","147.14K","0.57%"
"Jul 27 2018","8187.4","7936.9","8273.8","7808.3","243.22K","3.15%"
"Jul 26 2018","7937.0","8173.9","8304.3","7861.0","235.45K","-2.90%"
"Jul 25 2018","8173.7","8404.9","8484.6","8062.1","269.23K","-2.78%"
"Jul 24 2018","8407.0","7723.1","8479.8","7701.9","345.32K","8.86%"
"Jul 23 2018","7723.0","7412.4","7809.6","7379.2","272.15K","4.19%"
"Jul 22 2018","7412.3","7409.0","7575.3","7343.7","204.16K","0.05%"
"Jul 21 2018","7408.7","7339.3","7460.8","7223.5","160.77K","0.95%"
"Jul 20 2018","7339.4","7477.6","7683.6","7292.0","258.85K","-1.85%"
"Jul 19 2018","7477.5","7383.9","7558.4","7288.8","247.25K","1.27%"
"Jul 18 2018","7383.6","7321.6","7581.2","7249.3","333.32K","0.84%"
"Jul 17 2018","7322.0","6729.8","7453.2","6666.0","337.75K","8.80%"
"Jul 16 2018","6729.9","6362.8","6749.2","6344.1","312.12K","5.77%"
"Jul 15 2018","6362.9","6254.8","6399.6","6238.5","180.67K","1.73%"
"Jul 14 2018","6254.8","6229.5","6313.5","6192.5","243.71K","0.40%"
"Jul 13 2018","6230.2","6250.8","6333.8","6144.5","233.22K","-0.33%"
